league,season,fixture_id,date,venue,referee,home_team,away_team,home_goals,away_goals,status,home_shots_on_target,away_shots_on_target,home_shots_total,away_shots_total,home_possession,away_possession,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_passes,away_passes,home_pass_accuracy,away_pass_accuracy,goal_diff,result,total_goals,home_win,draw,away_win,home_total_cards,away_total_cards,total_cards,card_diff,possession_diff,pass_accuracy_diff,shot_diff,shots_on_target_diff,passes_diff,home_shot_efficiency,away_shot_efficiency,shot_efficiency_diff,big_team_home,big_team_away,big_team_match
La Liga,2019,214344,2020-07-01 20:00:00+00:00,Estadio Benito Villamarín,Jesús Gil,Real Betis,Villarreal,0,2,FT,1.0,6.0,10.0,14.0,46.0,54.0,4.0,1.0,1.0,0.0,474.0,555.0,83.0,89.0,-2,A,2,0,0,1,5.0,1.0,6.0,4.0,-8.0,-6.0,-4.0,-5.0,-81.0,0.0,0.14285714285714285,-0.14285714285714285,0,0,0
La Liga,2019,214355,2020-07-05 15:00:00+00:00,RCDE Stadium,Guillermo Cuadra,Espanyol,Leganes,0,1,FT,2.0,2.0,7.0,4.0,63.0,37.0,4.0,3.0,1.0,0.0,570.0,330.0,81.0,65.0,-1,A,1,0,0,1,5.0,3.0,8.0,2.0,26.0,16.0,3.0,0.0,240.0,0.0,0.25,-0.25,0,0,0
La Liga,2019,214384,2020-07-16 19:00:00+00:00,Estadio Benito Villamarín,David Medié,Real Betis,Alaves,1,2,FT,7.0,5.0,14.0,9.0,72.0,28.0,6.0,4.0,1.0,1.0,600.0,219.0,88.0,69.0,-1,A,3,0,0,1,7.0,5.0,12.0,2.0,44.0,19.0,5.0,2.0,381.0,0.07142857142857142,0.2222222222222222,-0.15079365079365079,0,0,0
Serie A,2021,731587,2021-08-21 16:30:00+00:00,Stadio Marc'Antonio Bentegodi,M. Volpi,Verona,Sassuolo,2,3,FT,4.0,7.0,15.0,18.0,39.0,61.0,3.0,2.0,1.0,0.0,312.0,525.0,82.0,89.0,-1,A,5,0,0,1,4.0,2.0,6.0,2.0,-22.0,-7.0,-3.0,-3.0,-213.0,0.13333333333333333,0.16666666666666666,-0.033333333333333326,0,0,0
Serie A,2021,731584,2021-08-22 16:30:00+00:00,Stadio Renato Dall'Ara,A. Rapuano,Bologna,Salernitana,3,2,FT,7.0,4.0,18.0,10.0,73.0,27.0,6.0,3.0,2.0,1.0,549.0,196.0,84.0,55.0,1,H,5,1,0,0,8.0,4.0,12.0,4.0,46.0,29.0,8.0,3.0,353.0,0.16666666666666666,0.2,-0.033333333333333354,0,0,0
Serie A,2021,731589,2021-08-22 18:45:00+00:00,Stadio Diego Armando Maradona,G. Aureliano,Napoli,Venezia,2,0,FT,4.0,4.0,13.0,8.0,56.0,44.0,1.0,7.0,1.0,0.0,560.0,424.0,89.0,89.0,2,H,2,1,0,0,2.0,7.0,9.0,-5.0,12.0,0.0,5.0,0.0,136.0,0.15384615384615385,0.0,0.15384615384615385,1,0,0
Serie A,2021,731590,2021-08-22 18:45:00+00:00,Stadio Olimpico,L. Pairetto,AS Roma,Fiorentina,3,1,FT,6.0,8.0,11.0,11.0,42.0,58.0,3.0,2.0,1.0,1.0,365.0,515.0,82.0,89.0,2,H,4,1,0,0,4.0,3.0,7.0,1.0,-16.0,-7.0,0.0,-2.0,-150.0,0.2727272727272727,0.09090909090909091,0.1818181818181818,0,0,0
Serie A,2021,731599,2021-08-28 16:30:00+00:00,Stadio Olimpico,F. Dionisi,Lazio,Spezia,6,1,FT,10.0,2.0,18.0,5.0,61.0,39.0,0.0,2.0,0.0,1.0,695.0,429.0,91.0,82.0,5,H,7,1,0,0,0.0,3.0,3.0,-3.0,22.0,9.0,13.0,8.0,266.0,0.3333333333333333,0.2,0.1333333333333333,1,0,0
Serie A,2021,731619,2021-09-19 16:00:00+00:00,Stadio Olimpico,D. Ghersini,Lazio,Cagliari,2,2,FT,10.0,3.0,28.0,10.0,73.0,27.0,1.0,3.0,0.0,1.0,686.0,256.0,88.0,65.0,0,D,4,0,1,0,1.0,4.0,5.0,-3.0,46.0,23.0,18.0,7.0,430.0,0.07142857142857142,0.2,-0.1285714285714286,1,0,0
Serie A,2021,731627,2021-09-21 18:45:00+00:00,Stadio Artemio Franchi,M. Fabbri,Fiorentina,Inter,1,3,FT,6.0,5.0,14.0,17.0,53.0,47.0,2.0,3.0,1.0,0.0,497.0,429.0,87.0,85.0,-2,A,4,0,0,1,3.0,3.0,6.0,0.0,6.0,2.0,-3.0,1.0,68.0,0.07142857142857142,0.17647058823529413,-0.1050420168067227,0,0,0
Serie A,2021,731629,2021-09-23 18:45:00+00:00,Stadio Olimpico,A. Rapuano,AS Roma,Udinese,1,0,FT,2.0,3.0,12.0,8.0,52.0,48.0,4.0,1.0,1.0,0.0,505.0,469.0,86.0,84.0,1,H,1,1,0,0,5.0,1.0,6.0,4.0,4.0,2.0,4.0,-1.0,36.0,0.08333333333333333,0.0,0.08333333333333333,0,0,0
Serie A,2021,731643,2021-09-27 18:45:00+00:00,Stadio Pierluigi Penzo,L. Maggioni,Venezia,Torino,1,1,FT,1.0,3.0,7.0,8.0,44.0,56.0,1.0,4.0,0.0,1.0,360.0,474.0,74.0,82.0,0,D,2,0,1,0,1.0,5.0,6.0,-4.0,-12.0,-8.0,-1.0,-2.0,-114.0,0.14285714285714285,0.125,0.01785714285714285,0,0,0
Serie A,2021,731645,2021-10-03 10:30:00+00:00,Stadio Renato Dall'Ara,D. Massa,Bologna,Lazio,3,0,FT,3.0,4.0,10.0,8.0,41.0,59.0,2.0,5.0,0.0,1.0,417.0,618.0,82.0,88.0,3,H,3,1,0,0,2.0,6.0,8.0,-4.0,-18.0,-6.0,2.0,-1.0,-201.0,0.3,0.0,0.3,0,1,0
Serie A,2021,731648,2021-10-03 13:00:00+00:00,Stadio Marc'Antonio Bentegodi,G. Camplone,Verona,Spezia,4,0,FT,4.0,4.0,6.0,12.0,45.0,55.0,1.0,1.0,0.0,1.0,404.0,480.0,79.0,86.0,4,H,4,1,0,0,1.0,2.0,3.0,-1.0,-10.0,-7.0,-6.0,0.0,-76.0,0.6666666666666666,0.0,0.6666666666666666,0,0,0
Serie A,2021,731658,2021-10-16 16:00:00+00:00,Stadio Olimpico,M. Irrati,Lazio,Inter,3,1,FT,8.0,4.0,19.0,12.0,52.0,48.0,3.0,6.0,1.0,0.0,565.0,503.0,92.0,87.0,2,H,4,1,0,0,4.0,6.0,10.0,-2.0,4.0,5.0,7.0,4.0,62.0,0.15789473684210525,0.08333333333333333,0.07456140350877193,1,0,0
Serie A,2021,731662,2021-10-17 13:00:00+00:00,Dacia Arena,R. Abisso,Udinese,Bologna,1,1,FT,2.0,11.0,10.0,24.0,41.0,59.0,3.0,7.0,1.0,0.0,340.0,495.0,80.0,88.0,0,D,2,0,1,0,4.0,7.0,11.0,-3.0,-18.0,-8.0,-14.0,-9.0,-155.0,0.1,0.041666666666666664,0.05833333333333334,0,0,0
Serie A,2021,731663,2021-10-18 18:45:00+00:00,Stadio Pierluigi Penzo,L. Massimi,Venezia,Fiorentina,1,0,FT,2.0,2.0,4.0,10.0,38.0,62.0,2.0,5.0,0.0,1.0,371.0,580.0,75.0,87.0,1,H,1,1,0,0,2.0,6.0,8.0,-4.0,-24.0,-12.0,-6.0,0.0,-209.0,0.25,0.0,0.25,0,0,0
Serie A,2021,731665,2021-10-23 18:45:00+00:00,Stadio Renato Dall'Ara,P. Valeri,Bologna,AC Milan,2,4,FT,4.0,7.0,9.0,15.0,37.0,63.0,1.0,3.0,2.0,0.0,349.0,596.0,79.0,89.0,-2,A,6,0,0,1,3.0,3.0,6.0,0.0,-26.0,-10.0,-6.0,-3.0,-247.0,0.2222222222222222,0.26666666666666666,-0.04444444444444445,0,1,0
Serie A,2021,731683,2021-10-26 16:30:00+00:00,Stadio Pierluigi Penzo,M. Di Bello,Venezia,Salernitana,1,2,FT,4.0,7.0,8.0,21.0,46.0,54.0,3.0,3.0,1.0,0.0,393.0,478.0,82.0,82.0,-1,A,3,0,0,1,4.0,3.0,7.0,1.0,-8.0,0.0,-13.0,-3.0,-85.0,0.125,0.09523809523809523,0.029761904761904767,0,0,0
Serie A,2021,731675,2021-10-27 18:45:00+00:00,Stadio Carlo Castellani,D. Chiffi,Empoli,Inter,0,2,FT,3.0,9.0,9.0,21.0,31.0,69.0,1.0,3.0,1.0,0.0,276.0,651.0,77.0,89.0,-2,A,2,0,0,1,2.0,3.0,5.0,-1.0,-38.0,-12.0,-12.0,-6.0,-375.0,0.0,0.09523809523809523,-0.09523809523809523,0,0,0
Serie A,2021,731693,2021-10-30 18:45:00+00:00,Stadio Olimpico Grande Torino,F. Fourneau,Torino,Sampdoria,3,0,FT,6.0,1.0,16.0,5.0,64.0,36.0,2.0,4.0,0.0,1.0,579.0,318.0,83.0,67.0,3,H,3,1,0,0,2.0,5.0,7.0,-3.0,28.0,16.0,11.0,5.0,261.0,0.1875,0.0,0.1875,0,0,0
Serie A,2021,731691,2021-10-31 17:00:00+00:00,Stadio Arechi,M. Fabbri,Salernitana,Napoli,0,1,FT,3.0,3.0,9.0,18.0,37.0,63.0,0.0,2.0,1.0,1.0,299.0,531.0,78.0,85.0,-1,A,1,0,0,1,1.0,3.0,4.0,-2.0,-26.0,-7.0,-9.0,0.0,-232.0,0.0,0.05555555555555555,-0.05555555555555555,0,1,0
Serie A,2021,731690,2021-10-31 19:45:00+00:00,Stadio Olimpico,F. Maresca,AS Roma,AC Milan,1,2,FT,6.0,3.0,24.0,8.0,50.0,50.0,4.0,7.0,0.0,1.0,377.0,400.0,87.0,85.0,-1,A,3,0,0,1,4.0,8.0,12.0,-4.0,0.0,2.0,16.0,3.0,-23.0,0.041666666666666664,0.25,-0.20833333333333334,0,1,0
Serie A,2021,731685,2021-11-01 19:45:00+00:00,Stadio Renato Dall'Ara,D. Massa,Bologna,Cagliari,2,0,FT,3.0,2.0,8.0,9.0,57.0,43.0,3.0,2.0,0.0,1.0,596.0,449.0,88.0,86.0,2,H,2,1,0,0,3.0,3.0,6.0,0.0,14.0,2.0,-1.0,1.0,147.0,0.25,0.0,0.25,0,0,0
Serie A,2021,731696,2021-11-06 17:00:00+00:00,Allianz Stadium,S. Sozza,Juventus,Fiorentina,1,0,FT,3.0,1.0,13.0,6.0,50.0,50.0,2.0,4.0,0.0,1.0,400.0,379.0,83.0,79.0,1,H,1,1,0,0,2.0,5.0,7.0,-3.0,0.0,4.0,7.0,2.0,21.0,0.07692307692307693,0.0,0.07692307692307693,1,0,0
Serie A,2021,731702,2021-11-07 14:00:00+00:00,Dacia Arena,F. Dionisi,Udinese,Sassuolo,3,2,FT,2.0,4.0,13.0,10.0,37.0,63.0,3.0,3.0,1.0,0.0,333.0,561.0,76.0,85.0,1,H,5,1,0,0,4.0,3.0,7.0,1.0,-26.0,-9.0,3.0,-2.0,-228.0,0.23076923076923078,0.2,0.03076923076923077,0,0,0
Serie A,2021,731699,2021-11-07 17:00:00+00:00,Stadio Diego Armando Maradona,G. Ayroldi,Napoli,Verona,1,1,FT,1.0,3.0,16.0,11.0,58.0,42.0,2.0,7.0,0.0,2.0,500.0,358.0,83.0,78.0,0,D,2,0,1,0,2.0,9.0,11.0,-7.0,16.0,5.0,5.0,-2.0,142.0,0.0625,0.09090909090909091,-0.02840909090909091,1,0,0
Serie A,2021,731717,2021-11-28 14:00:00+00:00,Stadio Giuseppe Meazza,G. Manganiello,AC Milan,Sassuolo,1,3,FT,2.0,5.0,15.0,15.0,50.0,50.0,4.0,2.0,1.0,0.0,403.0,416.0,82.0,83.0,-2,A,4,0,0,1,5.0,2.0,7.0,3.0,0.0,-1.0,0.0,-3.0,-13.0,0.06666666666666667,0.2,-0.13333333333333336,1,0,0
Serie A,2021,731733,2021-12-02 17:30:00+00:00,Stadio Olimpico Grande Torino,A. Colombo,Torino,Empoli,2,2,FT,3.0,5.0,10.0,16.0,41.0,59.0,1.0,3.0,1.0,0.0,308.0,422.0,77.0,81.0,0,D,4,0,1,0,2.0,3.0,5.0,-1.0,-18.0,-4.0,-6.0,-2.0,-114.0,0.2,0.125,0.07500000000000001,0,0,0
Serie A,2021,731730,2021-12-02 19:45:00+00:00,Stadio Olimpico,M. Piccinini,Lazio,Udinese,4,4,FT,5.0,5.0,13.0,12.0,62.0,38.0,3.0,5.0,1.0,2.0,577.0,346.0,87.0,80.0,0,D,8,0,1,0,4.0,7.0,11.0,-3.0,24.0,7.0,1.0,0.0,231.0,0.3076923076923077,0.3333333333333333,-0.025641025641025605,1,0,0
Serie A,2021,731743,2021-12-05 14:00:00+00:00,Stadio Pierluigi Penzo,A. Prontera,Venezia,Verona,3,4,FT,5.0,6.0,9.0,16.0,44.0,56.0,2.0,2.0,1.0,0.0,327.0,427.0,72.0,81.0,-1,A,7,0,0,1,3.0,2.0,5.0,1.0,-12.0,-9.0,-7.0,-1.0,-100.0,0.3333333333333333,0.25,0.08333333333333331,0,0,0
Serie A,2021,731741,2021-12-05 17:00:00+00:00,Stadio Comunale Luigi Ferraris,M. Fabbri,Sampdoria,Lazio,1,3,FT,5.0,5.0,18.0,6.0,48.0,52.0,4.0,3.0,0.0,1.0,491.0,561.0,82.0,86.0,-2,A,4,0,0,1,4.0,4.0,8.0,0.0,-4.0,-4.0,12.0,0.0,-70.0,0.05555555555555555,0.5,-0.4444444444444444,0,1,0
Serie A,2021,731752,2021-12-11 19:45:00+00:00,Dacia Arena,F. Fourneau,Udinese,AC Milan,1,1,FT,6.0,1.0,11.0,12.0,34.0,66.0,2.0,2.0,1.0,0.0,331.0,625.0,72.0,85.0,0,D,2,0,1,0,3.0,2.0,5.0,1.0,-32.0,-13.0,-1.0,5.0,-294.0,0.09090909090909091,0.08333333333333333,0.007575757575757583,0,1,0
Serie A,2021,731750,2021-12-12 17:00:00+00:00,MAPEI Stadium - Città del Tricolore,S. Sozza,Sassuolo,Lazio,2,1,FT,6.0,2.0,17.0,6.0,60.0,40.0,1.0,2.0,1.0,0.0,640.0,437.0,88.0,82.0,1,H,3,1,0,0,2.0,2.0,4.0,0.0,20.0,6.0,11.0,4.0,203.0,0.11764705882352941,0.16666666666666666,-0.04901960784313725,0,1,0
Serie A,2021,731749,2021-12-13 19:45:00+00:00,Stadio Olimpico,A. Prontera,AS Roma,Spezia,2,0,FT,6.0,2.0,12.0,8.0,52.0,48.0,4.0,1.0,1.0,0.0,501.0,456.0,84.0,84.0,2,H,2,1,0,0,5.0,1.0,6.0,4.0,4.0,0.0,4.0,4.0,45.0,0.16666666666666666,0.0,0.16666666666666666,0,0,0
Serie A,2021,731756,2021-12-18 19:45:00+00:00,Unipol Domus,F. Maresca,Cagliari,Udinese,0,4,FT,2.0,5.0,5.0,10.0,55.0,45.0,4.0,2.0,1.0,0.0,493.0,409.0,83.0,80.0,-4,A,4,0,0,1,5.0,2.0,7.0,3.0,10.0,3.0,-5.0,-3.0,84.0,0.0,0.4,-0.4,0,0,0
Serie A,2021,731757,2021-12-19 11:30:00+00:00,Stadio Artemio Franchi,M. Serra,Fiorentina,Sassuolo,2,2,FT,8.0,4.0,23.0,8.0,57.0,43.0,3.0,5.0,1.0,0.0,500.0,389.0,87.0,81.0,0,D,4,0,1,0,4.0,5.0,9.0,-1.0,14.0,6.0,15.0,4.0,111.0,0.08695652173913043,0.25,-0.16304347826086957,0,0,0
Serie A,2021,731763,2021-12-19 17:00:00+00:00,Stadio Olimpico Grande Torino,M. Fabbri,Torino,Verona,1,0,FT,1.0,2.0,8.0,8.0,67.0,33.0,1.0,2.0,0.0,1.0,569.0,281.0,82.0,65.0,1,H,1,1,0,0,1.0,3.0,4.0,-2.0,34.0,17.0,0.0,-1.0,288.0,0.125,0.0,0.125,0,0,0
Serie A,2021,731773,2021-12-22 15:30:00+00:00,Stadio Pierluigi Penzo,F. Maresca,Venezia,Lazio,1,3,FT,2.0,4.0,11.0,7.0,47.0,53.0,3.0,3.0,1.0,0.0,477.0,550.0,87.0,88.0,-2,A,4,0,0,1,4.0,3.0,7.0,1.0,-6.0,-1.0,4.0,-2.0,-73.0,0.09090909090909091,0.42857142857142855,-0.33766233766233766,0,1,0
Serie A,2021,731781,2022-01-06 11:30:00+00:00,Stadio Comunale Luigi Ferraris,G. Camplone,Sampdoria,Cagliari,1,2,FT,1.0,7.0,4.0,15.0,49.0,51.0,1.0,3.0,1.0,0.0,456.0,477.0,75.0,78.0,-1,A,3,0,0,1,2.0,3.0,5.0,-1.0,-2.0,-3.0,-11.0,-6.0,-21.0,0.25,0.13333333333333333,0.11666666666666667,0,0,0
Serie A,2021,731783,2022-01-06 13:30:00+00:00,Stadio Alberto Picco,M. Mariani,Spezia,Verona,1,2,FT,3.0,5.0,9.0,22.0,40.0,60.0,3.0,2.0,1.0,0.0,306.0,460.0,65.0,78.0,-1,A,3,0,0,1,4.0,2.0,6.0,2.0,-20.0,-13.0,-13.0,-2.0,-154.0,0.1111111111111111,0.09090909090909091,0.020202020202020193,0,0,0
Serie A,2021,731779,2022-01-06 17:30:00+00:00,Stadio Giuseppe Meazza,D. Chiffi,AC Milan,AS Roma,3,1,FT,5.0,5.0,19.0,11.0,55.0,45.0,2.0,6.0,0.0,2.0,401.0,328.0,80.0,74.0,2,H,4,1,0,0,2.0,8.0,10.0,-6.0,10.0,6.0,8.0,0.0,73.0,0.15789473684210525,0.09090909090909091,0.06698564593301434,1,0,0
Serie A,2021,731793,2022-01-09 11:30:00+00:00,Stadio Pierluigi Penzo,M. Irrati,Venezia,AC Milan,0,3,FT,3.0,8.0,9.0,18.0,38.0,62.0,1.0,3.0,1.0,0.0,387.0,634.0,81.0,88.0,-3,A,3,0,0,1,2.0,3.0,5.0,-1.0,-24.0,-7.0,-9.0,-5.0,-247.0,0.0,0.16666666666666666,-0.16666666666666666,0,1,0
Serie A,2021,731785,2022-01-09 13:30:00+00:00,Stadio Carlo Castellani,M. Volpi,Empoli,Sassuolo,1,5,FT,4.0,14.0,15.0,25.0,45.0,55.0,2.0,3.0,1.0,0.0,436.0,535.0,84.0,88.0,-4,A,6,0,0,1,3.0,3.0,6.0,0.0,-10.0,-4.0,-10.0,-10.0,-99.0,0.06666666666666667,0.2,-0.13333333333333336,0,0,0
Serie A,2021,731790,2022-01-09 17:30:00+00:00,Stadio Olimpico,D. Massa,AS Roma,Juventus,3,4,FT,7.0,5.0,19.0,14.0,52.0,48.0,3.0,4.0,0.0,1.0,420.0,388.0,80.0,84.0,-1,A,7,0,0,1,3.0,5.0,8.0,-2.0,4.0,-4.0,5.0,2.0,32.0,0.15789473684210525,0.2857142857142857,-0.12781954887218044,0,1,0
Serie A,2021,731787,2022-01-09 19:45:00+00:00,Stadio Marc'Antonio Bentegodi,F. Dionisi,Verona,Salernitana,1,2,FT,7.0,5.0,24.0,9.0,71.0,29.0,1.0,3.0,1.0,0.0,544.0,234.0,83.0,60.0,-1,A,3,0,0,1,2.0,3.0,5.0,-1.0,42.0,23.0,15.0,2.0,310.0,0.041666666666666664,0.2222222222222222,-0.18055555555555555,0,0,0
Serie A,2021,731806,2022-01-22 14:00:00+00:00,Stadio Comunale Luigi Ferraris,D. Doveri,Genoa,Udinese,0,0,FT,3.0,0.0,10.0,2.0,51.0,49.0,4.0,4.0,1.0,0.0,311.0,312.0,57.0,58.0,0,D,0,0,1,0,5.0,4.0,9.0,1.0,2.0,-1.0,8.0,3.0,-1.0,0.0,0.0,0.0,0,0,0
Serie A,2021,731804,2022-01-23 11:30:00+00:00,Unipol Domus,G. Aureliano,Cagliari,Fiorentina,1,1,FT,3.0,6.0,12.0,16.0,40.0,60.0,3.0,3.0,0.0,1.0,244.0,383.0,67.0,78.0,0,D,2,0,1,0,3.0,4.0,7.0,-1.0,-20.0,-11.0,-4.0,-3.0,-139.0,0.08333333333333333,0.0625,0.02083333333333333,0,0,0
Serie A,2021,731811,2022-01-23 14:00:00+00:00,Stadio Diego Armando Maradona,L. Pairetto,Napoli,Salernitana,4,1,FT,14.0,1.0,26.0,1.0,82.0,18.0,0.0,4.0,0.0,1.0,934.0,209.0,93.0,65.0,3,H,5,1,0,0,0.0,5.0,5.0,-5.0,64.0,28.0,25.0,13.0,725.0,0.15384615384615385,1.0,-0.8461538461538461,1,0,0
Serie A,2021,731812,2022-01-23 14:00:00+00:00,Stadio Alberto Picco,G. Manganiello,Spezia,Sampdoria,1,0,FT,2.0,0.0,7.0,8.0,42.0,58.0,2.0,4.0,0.0,1.0,354.0,494.0,71.0,80.0,1,H,1,1,0,0,2.0,5.0,7.0,-3.0,-16.0,-9.0,-1.0,2.0,-140.0,0.14285714285714285,0.0,0.14285714285714285,0,0,0
Serie A,2021,731819,2022-02-05 14:00:00+00:00,Stadio Olimpico,R. Abisso,AS Roma,Genoa,0,0,FT,3.0,3.0,23.0,10.0,63.0,37.0,2.0,2.0,1.0,1.0,480.0,284.0,78.0,57.0,0,D,0,0,1,0,3.0,3.0,6.0,0.0,26.0,21.0,13.0,0.0,196.0,0.0,0.0,0.0,0,0,0
Serie A,2021,731817,2022-02-05 17:00:00+00:00,Stadio Giuseppe Meazza,M. Guida,Inter,AC Milan,1,2,FT,5.0,3.0,11.0,10.0,46.0,54.0,2.0,4.0,0.0,1.0,349.0,430.0,84.0,84.0,-1,A,3,0,0,1,2.0,5.0,7.0,-3.0,-8.0,0.0,1.0,2.0,-81.0,0.09090909090909091,0.2,-0.1090909090909091,0,1,0
Serie A,2021,731816,2022-02-05 19:45:00+00:00,Stadio Artemio Franchi,D. Orsato,Fiorentina,Lazio,0,3,FT,3.0,7.0,9.0,12.0,50.0,50.0,3.0,5.0,1.0,0.0,479.0,495.0,87.0,85.0,-3,A,3,0,0,1,4.0,5.0,9.0,-1.0,0.0,2.0,-3.0,-4.0,-16.0,0.0,0.25,-0.25,0,1,0
Serie A,2021,731814,2022-02-06 11:30:00+00:00,Gewiss Stadium,A. Prontera,Atalanta,Cagliari,1,2,FT,3.0,4.0,10.0,7.0,61.0,39.0,1.0,5.0,1.0,0.0,580.0,381.0,84.0,75.0,-1,A,3,0,0,1,2.0,5.0,7.0,-3.0,22.0,9.0,3.0,-1.0,199.0,0.1,0.2857142857142857,-0.1857142857142857,0,0,0
Serie A,2021,731823,2022-02-06 14:00:00+00:00,Stadio Pierluigi Penzo,M. Mariani,Venezia,Napoli,0,2,FT,3.0,6.0,7.0,16.0,34.0,66.0,2.0,2.0,1.0,0.0,363.0,738.0,78.0,87.0,-2,A,2,0,0,1,3.0,2.0,5.0,1.0,-32.0,-9.0,-9.0,-3.0,-375.0,0.0,0.125,-0.125,0,1,0
Serie A,2021,731822,2022-02-06 17:00:00+00:00,Dacia Arena,A. Rapuano,Udinese,Torino,2,0,FT,3.0,1.0,11.0,5.0,41.0,59.0,3.0,5.0,0.0,1.0,295.0,427.0,67.0,75.0,2,H,2,1,0,0,3.0,6.0,9.0,-3.0,-18.0,-8.0,6.0,2.0,-132.0,0.18181818181818182,0.0,0.18181818181818182,0,0,0
Serie A,2021,731833,2022-02-12 19:45:00+00:00,Stadio Olimpico Grande Torino,A. Giua,Torino,Venezia,1,2,FT,2.0,2.0,14.0,5.0,67.0,33.0,2.0,3.0,0.0,1.0,472.0,232.0,77.0,55.0,-1,A,3,0,0,1,2.0,4.0,6.0,-2.0,34.0,22.0,9.0,0.0,240.0,0.07142857142857142,0.4,-0.3285714285714286,0,0,0
Serie A,2021,731831,2022-02-13 17:00:00+00:00,MAPEI Stadium - Città del Tricolore,M. Guida,Sassuolo,AS Roma,2,2,FT,3.0,8.0,12.0,13.0,46.0,54.0,4.0,2.0,1.0,0.0,396.0,451.0,80.0,79.0,0,D,4,0,1,0,5.0,2.0,7.0,3.0,-8.0,1.0,-1.0,-5.0,-55.0,0.16666666666666666,0.15384615384615385,0.012820512820512803,0,0,0
Serie A,2021,731851,2022-02-26 19:50:00+00:00,MAPEI Stadium - Città del Tricolore,A. Prontera,Sassuolo,Fiorentina,2,1,FT,6.0,6.0,16.0,15.0,50.0,50.0,1.0,1.0,0.0,1.0,413.0,411.0,82.0,82.0,1,H,3,1,0,0,1.0,2.0,3.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.125,0.06666666666666667,0.058333333333333334,0,0,0
Serie A,2021,731852,2022-02-27 17:05:00+00:00,Stadio Alberto Picco,M. Fabbri,Spezia,AS Roma,0,1,FT,3.0,10.0,9.0,31.0,35.0,65.0,5.0,3.0,1.0,0.0,333.0,603.0,76.0,86.0,-1,A,1,0,0,1,6.0,3.0,9.0,3.0,-30.0,-10.0,-22.0,-7.0,-270.0,0.0,0.03225806451612903,-0.03225806451612903,0,0,0
Serie A,2021,731861,2022-03-05 17:00:00+00:00,Stadio Olimpico,D. Massa,AS Roma,Atalanta,1,0,FT,4.0,4.0,13.0,7.0,35.0,65.0,6.0,4.0,1.0,1.0,310.0,592.0,74.0,86.0,1,H,1,1,0,0,7.0,5.0,12.0,2.0,-30.0,-12.0,6.0,0.0,-282.0,0.07692307692307693,0.0,0.07692307692307693,0,0,0
Serie A,2021,731855,2022-03-05 19:45:00+00:00,Unipol Domus,F. Maresca,Cagliari,Lazio,0,3,FT,3.0,5.0,16.0,13.0,45.0,55.0,3.0,2.0,0.0,1.0,433.0,558.0,76.0,80.0,-3,A,3,0,0,1,3.0,3.0,6.0,0.0,-10.0,-4.0,3.0,-2.0,-125.0,0.0,0.23076923076923078,-0.23076923076923078,0,1,0
Serie A,2021,731869,2022-03-12 14:00:00+00:00,Stadio Arechi,L. Massimi,Salernitana,Sassuolo,2,2,FT,5.0,7.0,15.0,20.0,47.0,53.0,2.0,4.0,0.0,1.0,436.0,495.0,83.0,86.0,0,D,4,0,1,0,2.0,5.0,7.0,-3.0,-6.0,-3.0,-5.0,-2.0,-59.0,0.13333333333333333,0.1,0.033333333333333326,0,0,0
Serie A,2021,731865,2022-03-13 11:30:00+00:00,Stadio Artemio Franchi,J. Sacchi,Fiorentina,Bologna,1,0,FT,5.0,0.0,14.0,4.0,61.0,39.0,1.0,5.0,0.0,1.0,467.0,302.0,83.0,73.0,1,H,1,1,0,0,1.0,6.0,7.0,-5.0,22.0,10.0,10.0,5.0,165.0,0.07142857142857142,0.0,0.07142857142857142,0,0,0
Serie A,2021,731866,2022-03-13 14:00:00+00:00,Stadio Marc'Antonio Bentegodi,D. Doveri,Verona,Napoli,1,2,FT,1.0,4.0,8.0,13.0,49.0,51.0,6.0,0.0,2.0,0.0,416.0,441.0,79.0,79.0,-1,A,3,0,0,1,8.0,0.0,8.0,8.0,-2.0,0.0,-5.0,-3.0,-25.0,0.125,0.15384615384615385,-0.028846153846153855,0,1,0
Serie A,2021,731877,2022-03-18 20:00:00+00:00,Stadio Comunale Luigi Ferraris,M. Mariani,Genoa,Torino,1,0,FT,2.0,3.0,7.0,9.0,25.0,75.0,3.0,3.0,1.0,0.0,217.0,660.0,58.0,87.0,1,H,1,1,0,0,4.0,3.0,7.0,1.0,-50.0,-29.0,-2.0,-1.0,-443.0,0.14285714285714285,0.0,0.14285714285714285,0,0,0
Serie A,2021,731880,2022-03-19 14:00:00+00:00,Stadio Diego Armando Maradona,F. Fourneau,Napoli,Udinese,2,1,FT,8.0,3.0,20.0,10.0,64.0,36.0,2.0,2.0,0.0,1.0,582.0,331.0,86.0,77.0,1,H,3,1,0,0,2.0,3.0,5.0,-1.0,28.0,9.0,10.0,5.0,251.0,0.1,0.1,0.0,1,0,0
Serie A,2021,731883,2022-03-20 11:30:00+00:00,Stadio Pierluigi Penzo,D. Orsato,Venezia,Sampdoria,0,2,FT,1.0,4.0,13.0,8.0,46.0,54.0,5.0,1.0,1.0,0.0,349.0,431.0,76.0,77.0,-2,A,2,0,0,1,6.0,1.0,7.0,5.0,-8.0,-1.0,5.0,-3.0,-82.0,0.0,0.25,-0.25,0,0,0
